"","Year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","Country"
"639",2017,0.895116475816337,-0.0045,0.7838,0.455,"BWA"
"640",2018,0.895309244019643,-0.0046,0.7839,0.4551,"BWA"
"641",2019,0.895411775707686,-0.0046,0.7841,0.4552,"BWA"
"642",2020,0.895411775707686,-0.0046,0.7841,0.4552,"BWA"
"643",2021,0.895556684785475,-0.0047,0.7842,0.4553,"BWA"
"644",2022,0.897138898684261,-0.0058,0.7851,0.4559,"BWA"
"645",1995,0.815160928154256,0.0227,0.6911,0.3611,"BLZ"
"646",1996,0.815227799507824,0.0227,0.6912,0.3613,"BLZ"
"647",1997,0.815264537702632,0.0227,0.6913,0.3614,"BLZ"
"648",1998,0.815283038455675,0.0227,0.6914,0.3615,"BLZ"
"649",1999,0.815283038455675,0.0227,0.6914,0.3615,"BLZ"
"650",2000,0.815398561019521,0.0227,0.6915,0.3617,"BLZ"
"651",2001,0.815407101480901,0.0227,0.6916,0.3617,"BLZ"
"652",2002,0.815425491586922,0.0227,0.6916,0.3618,"BLZ"
"653",2003,0.82901583228039,0.0186,0.7083,0.3794,"BLZ"
"654",2004,0.814375269514841,0.0229,0.6901,0.3603,"BLZ"
"655",2005,0.807071718702417,0.0254,0.6813,0.3509,"BLZ"
"656",2006,0.828228914814275,0.0188,0.7071,0.3782,"BLZ"
"657",2007,0.834578339138005,0.0165,0.7147,0.3859,"BLZ"
"658",2008,0.852602269986619,0.017,0.751,0.4771,"BLZ"
"659",2009,0.803492477225603,0.0266,0.6771,0.3467,"BLZ"
"660",2010,0.827450050187508,0.0248,0.7194,0.4425,"BLZ"
"661",2011,0.83257142948446,0.0232,0.7257,0.4485,"BLZ"
"662",2012,0.810445647988331,0.0298,0.6973,0.417,"BLZ"
"663",2013,0.820353279891833,0.0268,0.7102,0.4304,"BLZ"
"664",2014,0.780086061123768,0.0337,0.647,0.3141,"BLZ"
"665",2015,0.777900032740888,0.0342,0.644,0.3109,"BLZ"
"666",2016,0.771999855447746,0.0363,0.6365,0.3029,"BLZ"
"667",2017,0.764422228192899,0.038,0.6258,0.291,"BLZ"
"668",2018,0.757596460903471,0.0397,0.6159,0.2801,"BLZ"
"669",2019,0.757495499948448,0.0398,0.6159,0.2801,"BLZ"
"670",2020,0.757667370545562,0.0397,0.616,0.2802,"BLZ"
"671",2021,0.757691291440182,0.0397,0.616,0.2803,"BLZ"
"672",2022,0.774874410845712,0.0366,0.6426,0.3297,"BLZ"
"673",1995,0.727998682856878,0.0464,0.5701,0.2328,"CAN"
"674",1996,0.728677494874233,0.0462,0.5712,0.2332,"CAN"
"675",1997,0.729732603047907,0.0459,0.5729,0.2349,"CAN"
"676",1998,0.730260946218621,0.0458,0.5736,0.2362,"CAN"
"677",1999,0.73092618562184,0.0458,0.5749,0.2376,"CAN"
"678",2000,0.733896116366253,0.0455,0.5799,0.2448,"CAN"
"679",2001,0.732848158610551,0.0455,0.5781,0.2427,"CAN"
"680",2002,0.732301011739509,0.0456,0.5771,0.2413,"CAN"
"681",2003,0.732518856829614,0.0455,0.5775,0.2415,"CAN"
"682",2004,0.733916011927079,0.0454,0.5798,0.2451,"CAN"
"683",2005,0.73540572423434,0.045,0.5822,0.2476,"CAN"
"684",2006,0.736540402105192,0.045,0.5841,0.2497,"CAN"
"685",2007,0.737129869591314,0.0447,0.5849,0.2502,"CAN"
"686",2008,0.735872236190687,0.045,0.583,0.2492,"CAN"
"687",2009,0.731897279306352,0.0456,0.5764,0.2391,"CAN"
"688",2010,0.733528042591274,0.0455,0.5794,0.2434,"CAN"
"689",2011,0.734193106205623,0.0453,0.5803,0.245,"CAN"
"690",2012,0.732944927835376,0.0455,0.5785,0.2424,"CAN"
"691",2013,0.734473896510877,0.0451,0.5807,0.2449,"CAN"
"692",2014,0.7353721211025,0.0451,0.5823,0.2472,"CAN"
"693",2015,0.736151410061012,0.045,0.5835,0.249,"CAN"
"694",2016,0.732540422032486,0.0455,0.5777,0.2416,"CAN"
"695",2017,0.735055695730608,0.045,0.5816,0.2461,"CAN"
"696",2018,0.73523509774472,0.045,0.5819,0.2468,"CAN"
"697",2019,0.734811457840209,0.0451,0.5813,0.246,"CAN"
"698",2020,0.733779161841994,0.0454,0.5798,0.2432,"CAN"
"699",2021,0.735804843251628,0.045,0.5829,0.249,"CAN"
"700",2022,0.737155410886118,0.0445,0.5844,0.2515,"CAN"
"701",1995,0.768979027674817,0.037,0.6323,0.2983,"COD"
"702",1996,0.768932206514819,0.037,0.6322,0.2982,"COD"
"703",1997,0.768979027674817,0.037,0.6323,0.2983,"COD"
"704",1998,0.769001006842245,0.037,0.6324,0.2984,"COD"
"705",1999,0.768955978631311,0.037,0.6323,0.2983,"COD"
"706",2000,0.769110998308406,0.0369,0.6325,0.2985,"COD"
"707",2001,0.769110998308406,0.0369,0.6325,0.2985,"COD"
"708",2002,0.768979027674817,0.037,0.6323,0.2983,"COD"
"709",2003,0.769110909063187,0.0369,0.6325,0.2985,"COD"
"710",2004,0.769297905787653,0.0369,0.6329,0.2988,"COD"
"711",2005,0.82486345490787,0.0196,0.7026,0.3734,"COD"
"712",2006,0.815000182154932,0.0228,0.6909,0.3609,"COD"
"713",2007,0.814750733689493,0.0228,0.6905,0.3606,"COD"
"714",2008,0.813006430390999,0.0233,0.6883,0.3583,"COD"
"715",2009,0.796162471413083,0.0288,0.6678,0.3367,"COD"
"716",2010,0.784376475894334,0.0323,0.6524,0.3199,"COD"
"717",2011,0.775906309441552,0.0346,0.641,0.3077,"COD"
"718",2012,0.760731527382035,0.0393,0.621,0.2859,"COD"
"719",2013,0.760899071134503,0.0393,0.6212,0.2861,"COD"
"720",2014,0.760958523597168,0.0393,0.6213,0.2863,"COD"
"721",2015,0.760958523597168,0.0393,0.6213,0.2863,"COD"
"722",2016,0.760922457590311,0.0393,0.6213,0.2862,"COD"
"723",2017,0.761015569891839,0.0393,0.6214,0.2863,"COD"
"724",2018,0.760922457590311,0.0393,0.6213,0.2862,"COD"
"725",2019,0.760941436444227,0.0393,0.6213,0.2863,"COD"
"726",2020,0.760941436444227,0.0393,0.6213,0.2863,"COD"
"727",2021,0.760958523597168,0.0393,0.6213,0.2863,"COD"
"728",2022,0.761594941233938,0.0389,0.6216,0.2864,"COD"
"729",1995,0.904237378227805,-0.0079,0.7936,0.4645,"CAF"
"730",1996,0.897014123044784,-0.0052,0.7858,0.457,"CAF"
"731",1997,0.889241214566482,-0.0024,0.7771,0.4486,"CAF"
"732",1998,0.878256333449571,0.0015,0.765,0.4366,"CAF"
"733",1999,0.861915300234728,0.0072,0.7465,0.4184,"CAF"
"734",2000,0.845168844129915,0.013,0.7271,0.3985,"CAF"
"735",2001,0.825778989526953,0.0194,0.7042,0.3749,"CAF"
"736",2002,0.793204643460683,0.0298,0.664,0.3326,"CAF"
"737",2003,0.777319930522992,0.0343,0.6432,0.31,"CAF"
"738",2004,0.827311655183337,0.0191,0.7062,0.3772,"CAF"
"739",2005,0.867044549668066,0.0054,0.7522,0.4239,"CAF"
"740",2006,0.892937208156468,-0.0036,0.7814,0.4528,"CAF"
"741",2007,0.90762064427912,-0.009,0.7973,0.4678,"CAF"
"742",2008,0.913874703947954,-0.0114,0.8038,0.4741,"CAF"
"743",2009,0.913874703947954,-0.0114,0.8038,0.4741,"CAF"
"744",2010,0.91427121795661,-0.0115,0.8042,0.4746,"CAF"
"745",2011,0.914319605385685,-0.0115,0.8043,0.4746,"CAF"
"746",2012,0.914509956553673,-0.0116,0.8044,0.4747,"CAF"
"747",2013,0.914509956553673,-0.0116,0.8044,0.4747,"CAF"
"748",2014,0.914509956553673,-0.0116,0.8044,0.4747,"CAF"
"749",2015,0.913874703947954,-0.0114,0.8038,0.4741,"CAF"
"750",2016,0.914025976625652,-0.0114,0.804,0.4744,"CAF"
"751",2017,0.914509956553673,-0.0116,0.8044,0.4747,"CAF"
"752",2018,0.914509956553673,-0.0116,0.8044,0.4747,"CAF"
"753",2019,0.914088327688006,-0.0114,0.8041,0.4744,"CAF"
"754",2020,0.914108711566058,-0.0114,0.8041,0.4745,"CAF"
"755",2021,0.914108711566058,-0.0114,0.8041,0.4745,"CAF"
"756",2022,0.915790697166528,-0.0126,0.8052,0.4751,"CAF"
"757",1995,0.850659805472986,0.0113,0.7339,0.4053,"COG"
"758",1996,0.85076483764766,0.0112,0.7339,0.4054,"COG"
"759",1997,0.850779455801984,0.0112,0.734,0.4054,"COG"
"760",1998,0.850865893659829,0.0112,0.7341,0.4058,"COG"
"761",1999,0.850865893659829,0.0112,0.7341,0.4058,"COG"
"762",2000,0.851016035962857,0.0111,0.7342,0.4059,"COG"
"763",2001,0.850794371024421,0.0112,0.734,0.4055,"COG"
"764",2002,0.851133018156332,0.011,0.7343,0.4059,"COG"
"765",2003,0.851133018156332,0.011,0.7343,0.4059,"COG"
"766",2004,0.85116232139481,0.011,0.7344,0.406,"COG"
"767",2005,0.85085108011387,0.0112,0.7341,0.4057,"COG"
"768",2006,0.8541407122473,0.01,0.7377,0.4096,"COG"
"769",2007,0.856392902898193,0.0092,0.7402,0.4121,"COG"
"770",2008,0.858794982066144,0.0084,0.743,0.4147,"COG"
"771",2009,0.861968652701933,0.0072,0.7467,0.4185,"COG"
"772",2010,0.86485752219852,0.0061,0.7496,0.4211,"COG"
"773",2011,0.86721106353977,0.0054,0.7525,0.4242,"COG"
"774",2012,0.867070807084104,0.0054,0.7523,0.424,"COG"
"775",2013,0.86721106353977,0.0054,0.7525,0.4242,"COG"
"776",2014,0.867223826534541,0.0054,0.7525,0.4243,"COG"
"777",2015,0.867084050997533,0.0054,0.7523,0.4241,"COG"
"778",2016,0.867275191493462,0.0054,0.7526,0.4245,"COG"
"779",2017,0.867288448787008,0.0054,0.7527,0.4246,"COG"
"780",2018,0.867153398117011,0.0054,0.7524,0.4242,"COG"
"781",2019,0.867376746705673,0.0054,0.7528,0.4247,"COG"
"782",2020,0.867564784866232,0.0053,0.7529,0.4248,"COG"
"783",2021,0.867578766812045,0.0053,0.7529,0.4248,"COG"
"784",2022,0.868895851343723,0.0044,0.7537,0.4253,"COG"
"785",1995,0.726601679706846,0.0455,0.575,0.2568,"CHE"
"786",1996,0.729915127555103,0.045,0.5803,0.2648,"CHE"
"787",1997,0.729729217623003,0.045,0.58,0.2639,"CHE"
"788",1998,0.727945612517374,0.0453,0.5773,0.2584,"CHE"
"789",1999,0.731888035493768,0.0446,0.5834,0.2699,"CHE"
"790",2000,0.731090762138194,0.0447,0.5822,0.267,"CHE"
"791",2001,0.732051900960812,0.0443,0.5833,0.2676,"CHE"
"792",2002,0.731970636029189,0.044,0.5829,0.2656,"CHE"
"793",2003,0.729980687451274,0.0445,0.5801,0.2606,"CHE"
"794",2004,0.725727344022175,0.0461,0.5754,0.2562,"CHE"
"795",2005,0.729483488499255,0.0456,0.5812,0.2654,"CHE"
"796",2006,0.731275374438411,0.0453,0.5842,0.2707,"CHE"
"797",2007,0.738669353447108,0.043,0.5945,0.2807,"CHE"
"798",2008,0.735999070417478,0.0434,0.5901,0.2775,"CHE"
"799",2009,0.736228179295637,0.0433,0.5906,0.2769,"CHE"
"800",2010,0.737706633982725,0.0435,0.594,0.2819,"CHE"
"801",2011,0.740349696491535,0.0417,0.5966,0.2797,"CHE"
"802",2012,0.743064947437091,0.0409,0.6003,0.2845,"CHE"
"803",2013,0.749314994253893,0.039,0.6079,0.2926,"CHE"
"804",2014,0.75533411325145,0.0373,0.6157,0.3019,"CHE"
"805",2015,0.759955079505886,0.0355,0.621,0.3058,"CHE"
"806",2016,0.761481203436205,0.0351,0.6232,0.3068,"CHE"
"807",2017,0.763939811622237,0.0344,0.6266,0.3116,"CHE"
"808",2018,0.763739696842293,0.0345,0.6262,0.3118,"CHE"
"809",2019,0.762021758091947,0.0347,0.6235,0.3071,"CHE"
"810",2020,0.760871649855233,0.0349,0.6217,0.3038,"CHE"
